"","region","avgPov","avgIncome"
"2656",48251,11.4666666666667,48173
"2657",48253,22.9,32529.1666666667
"2658",48255,25.9708333333333,31740.875
"2659",48257,12.1958333333333,49080.4583333333
"2660",48259,8.875,60222.25
"2661",48261,17.4083333333333,29160.8333333333
"2662",48263,11.7708333333333,34665.3333333333
"2663",48265,14.8458333333333,38312.9583333333
"2664",48267,18.675,31661.5833333333
"2665",48269,11.7375,43578.0416666667
"2666",48271,22.5625,31336.125
"2667",48273,24.6583333333333,33386.9583333333
"2668",48275,22.4375,29398.9166666667
"2669",48277,18.6791666666667,34452.5833333333
"2670",48279,21.375,31473.1666666667
"2671",48281,15.3375,40331.5416666667
"2672",48283,31.4333333333333,27189.5
"2673",48285,13.4625,36309.25
"2674",48287,12.65,41328.625
"2675",48289,15.8583333333333,35809.9166666667
"2676",48291,16.9958333333333,40687.5833333333
"2677",48293,20.025,32216.5416666667
"2678",48295,12.5541666666667,42129.75
"2679",48297,18.6208333333333,37406.4166666667
"2680",48299,13.5625,37126.6666666667
"2681",48301,14.9130434782609,43510.5217391304
"2682",48303,18.7458333333333,37592.4166666667
"2683",48305,20.9333333333333,31702.625
"2684",48307,21.7916666666667,30397.25
"2685",48309,19.1416666666667,36961.8333333333
"2686",48311,12.0791666666667,42061.8333333333
"2687",48313,22.6166666666667,32166.7083333333
"2688",48315,24.0166666666667,28014.2916666667
"2689",48317,16.7583333333333,39750.4583333333
"2690",48319,16.2125,33930.2083333333
"2691",48321,19.3666666666667,36435.5416666667
"2692",48323,32.6458333333333,25243.75
"2693",48325,17.025,40860
"2694",48327,24.0083333333333,26949.5416666667
"2695",48329,13.0166666666667,50427.0833333333
"2696",48331,18.4291666666667,34749.6666666667
"2697",48333,17.7333333333333,32500.25
"2698",48335,23.5458333333333,31301.625
"2699",48337,15.5708333333333,36426.0416666667
"2700",48339,10.6708333333333,57901.25
"2701",48341,13.3333333333333,40052.375
"2702",48343,18.8333333333333,32200.7083333333
"2703",48345,17.9791666666667,30288.7916666667
